timestamp,value,is_anomaly,normalized_value
1,0.0,0,-0.1391440192417719
2,0.091757964510557,0,-0.139143892014341
3,0.1722967523845,0,-0.13914378034291147
4,0.22621935431999,0,-0.13914370557627787
5,0.17635798469946,0,-0.13914377471179096
6,0.090491245476051,0,-0.13914389377071615
7,0.08460994072769,0,-0.1391439019254665
8,0.06842699169496,0,-0.13914392436400946
9,0.13330269689422,0,-0.1391438344102998
10,0.085026586189321,0,-0.1391439013477648
11,0.097073068447328,0,-0.139143884644659
12,0.0,0,-0.1391440192417719
13,0.031063767542922,0,-0.13914397617016105
14,0.017732750501525,0,-0.13914399465434452
15,0.063354504072079,0,-0.13914393139729067
16,0.087870391896335,0,-0.1391438974046728
17,0.11546815687729,0,-0.1391438591388639
18,0.073413457727404,0,-0.1391439174500019
19,0.040392584616896,0,-0.13914396323524653
20,0.089113355947223,0,-0.13914389568123525
21,0.098030053711531,0,-0.13914388331774666
22,0.047140641497552,0,-0.13914395387869696
23,0.10481279080241,0,-0.13914387391311112
24,0.20478886838928,0,-0.13914373529081744
25,0.044851006319212,0,-0.13914395705340124
26,0.1053622140254,0,-0.13914387315130577
27,0.08436887679639,0,-0.13914390225971482
28,0.097980673762982,0,-0.13914388338621464
29,0.10165726215275,0,-0.13914387828842398
30,0.056764513454874,0,-0.13914394053467272
31,0.074428708878932,0,-0.1391439160423007
32,0.091244453451818,0,-0.13914389272635214
33,0.094529332881679,0,-0.13914388817168732
34,0.016638011234698,0,-0.1391439961722603
35,0.038096861957006,0,-0.1391439664183914
36,0.064497814457643,0,-0.1391439298120284
37,0.030426401876334,0,-0.13914397705390338
38,0.095423209955973,0,-0.13914388693227794
39,0.069688744272108,0,-0.13914392261452058
40,0.03468622413034,0,-0.1391439711474271
41,0.089564461084836,0,-0.13914389505575334
42,0.073376161964568,0,-0.1391439175017145
43,0.061939295606039,0,-0.13914393335955455
44,0.11419089175512,0,-0.13914386090986178
45,0.10475925920163,0,-0.13914387398733558
46,0.079657960399444,0,-0.13914390879165775
47,0.14475546275416,0,-0.13914381853041421
48,0.1421711341096,0,-0.13914382211372708
49,0.076969639696569,0,-0.13914391251916128
50,0.063932734364448,0,-0.1391439305955428
51,0.14973281021845,0,-0.13914381162905004
52,0.041478839355346,0,-0.139143961729095
53,0.089317973365284,0,-0.13914389539752203
54,0.088820248166203,0,-0.13914389608764519
55,0.054872994406929,0,-0.13914394315736722
56,0.079135533290464,0,-0.1391439095160315
57,0.16317996709063,0,-0.13914379298383237
58,0.086719266992802,0,-0.13914389900077037
59,0.0733999511789,0,-0.13914391746872945
60,0.0,0,-0.1391440192417719
61,0.032756244361869,0,-0.13914397382344948
62,0.054893891024455,0,-0.13914394312839293
63,0.068514114108229,0,-0.13914392424320948
64,0.052794141631654,0,-0.13914394603981017
65,0.023853017353212,0,-0.13914398616826015
66,0.074261254415598,0,-0.13914391627448547
67,0.024228588329879,0,-0.13914398564751046
68,0.092334130025197,0,-0.13914389121545603
69,0.15930655332113,0,-0.13914379835453217
70,0.12755838225296,0,-0.13914384237510588
71,0.10152541717054,0,-0.13914387847123424
72,0.040148453968244,0,-0.139143963573747
73,0.087208372094752,0,-0.13914389832259946
74,0.074209918996797,0,-0.13914391634566484
75,0.059044537369404,0,-0.139143937373295
76,0.062481698329215,0,-0.13914393260748353
77,0.088765276857146,0,-0.13914389616386594
78,0.051354431854972,0,-0.13914394803604643
79,0.074790104163639,0,-0.1391439155412064
80,0.091817341555971,0,-0.1391438919320115
81,0.14762794333026,0,-0.13914381454756297
82,0.071010044475103,0,-0.13914392078246568
83,0.076897563342406,0,-0.1391439126190991
84,0.084125757873884,0,-0.13914390259681247
85,0.063289213866033,0,-0.13914393148781912
86,0.057393902128707,0,-0.13914393966199093
87,0.041819399065704,0,-0.13914396125689033
88,0.073729686380986,0,-0.13914391701153359
89,0.15365285617975,0,-0.13914380619369213
90,0.060355859742407,0,-0.1391439355550749
91,0.10644586288975,0,-0.13914387164876746
92,0.059314286360127,0,-0.13914393699927327
93,0.096293806236591,0,-0.13914388572514863
94,0.085101425467407,0,-0.13914390124399606
95,0.11149072274185,0,-0.13914386465379364
96,0.076266981262989,0,-0.1391439134934356
97,0.097952120177625,0,-0.13914388342580575
98,0.17250021935572,0,-0.1391437800607934
99,0.11389182319254,0,-0.13914386132453668
100,0.08999961787521,0,-0.13914389445238468
101,0.048649372449385,0,-0.1391439517867591
102,0.13861764684086,0,-0.13914382704083134
103,0.1088795585287,0,-0.1391438682743155
104,0.054235162564995,0,-0.13914394404175592
105,0.0390040506742,0,-0.13914396516052469
106,0.0744713077811,0,-0.13914391598323497
107,0.040258943675435,0,-0.139143963420547
108,0.0,0,-0.1391440192417719
109,0.027955712584728,0,-0.13914398047964904
