value,label,normalized_value
0.0126036806477,0,-0.689335477627903
0.0177857682319,0,-0.5721585646212612
0.0120135944311,0,-0.7026784557511937
0.0170615691329,0,-0.5885340915578852
0.0236316875479,0,-0.4399711463261055
0.0144916565357,0,-0.6466447313230109
0.0128803135405,0,-0.6830802787553032
0.0638057255683,0,0.46844070155443474
0.0130068216346,0,-0.6802196887525042
0.0153069037872,0,-0.6282104314938878
0.0164837447652,0,-0.601599805822063
0.011614220954,0,-0.7117090540232086
0.0127073220506,0,-0.6869919472544436
0.0138851397903,0,-0.6603592351321508
0.00934096486623,0,-0.763111722640892
0.0236088382988,0,-0.4404878115561996
0.0110270301382999,0,-0.724986561593589
0.0100876120442,0,-0.7462286016982049
0.0114122231273,0,-0.7162766112831291
0.0109104466418,0,-0.7276227374600546
0.013620228039,0,-0.6663493965742618
0.0102209400286,0,-0.7432138009300697
0.0134437132297,0,-0.6703407340647345
0.0094109079873,0,-0.7615301748804834
0.0099999302313,0,-0.748211255212934
0.0097590537969,0,-0.753657932163184
0.0074983735172,0,-0.8047762377043537
0.0123812057078,0,-0.6943660615875997
0.0131163584925,0,-0.6777428508641783
0.0099898137699,0,-0.7484400077567963
0.01167089058,0,-0.7104276453769773
0.0141780287901,0,-0.6537364545842482
0.00961236510658,0,-0.7569748440496392
0.0085784453091899,0,-0.78035374843636
0.0113222912739,0,-0.7183101425176277
0.00956937014562,0,-0.75794704236128
0.00907469262527,0,-0.7691326473566733
0.00912778660546,0,-0.7679320909019988
0.0096488018098,0,-0.7561509404906804
0.00756847361784,0,-0.8031911403355838
0.00793038130338,0,-0.7950077152784208
0.00740209271214,0,-0.8069533308806873
0.0117662992762999,0,-0.7082702722479518
0.0100934202884,0,-0.7460972661863507
0.0088152228325,0,-0.7749997557065903
0.006108406605,0,-0.836206048433443
0.0106817448453999,0,-0.7327941225564671
0.00998056941724,0,-0.7486490402538051
0.0136108092646,0,-0.6665623730804604
0.00914735672562,0,-0.7674895730498287
0.0096330689681,0,-0.7565066901366048
0.00771861585877,0,-0.799796137063598
0.0114460435043,0,-0.7155118678647306
0.0147333876366,0,-0.6411787287283187
0.00553194272687,0,-0.8492409994259855
0.00756395609456,0,-0.8032932901784386
0.00948938033185,0,-0.7597557650617844
0.00578150536434,0,-0.8435979108086316
0.0029503264303,0,-0.907616282221676
0.00968195938415,0,-0.7554011843080625
0.00774151743433,0,-0.7992782886321489
0.0072547063348199,0,-0.8102860188048084
0.00614311653291,0,-0.8354211905673626
0.00771448206334,0,-0.7998896100857377
0.008441646332,0,-0.7834470349910782
0.00872438398599,0,-0.7770537957902779
0.0324928356267,0,-0.23960363792383063
0.011082566023,0,-0.7237307890068632
0.00982097351755,0,-0.752257808834099
0.0101786950811,0,-0.744169040002692
0.00724300263551,0,-0.8105506618340143
0.00885213047444,0,-0.7741652033223216
0.0266739516817,0,-0.3711797347651715
0.00721842661118,0,-0.8111063727551776
0.00812172196127,0,-0.7906811369912128
0.0057260741327299,0,-0.8448513169888033
0.0072393048944499,0,-0.8106342748327295
0.00414474912048,0,-0.880608100405701
0.00532643902303,0,-0.8538878312743746
0.00402178178793,0,-0.8833886270167914
0.00823806126738,0,-0.7880504827365706
0.00953783469353,0,-0.758660119256669
0.00532853208401,0,-0.8538405031618359
0.00798867305167,0,-0.7936896273442825
0.00483980234527,0,-0.8648916174376161
0.00624251948727,0,-0.8331734996230493
0.0088461303662999,0,-0.7743008772448748
0.00279997488327,0,-0.911016018304961
0.00572467875875,0,-0.8448828690636764
0.00630445665009,0,-0.8317729818931356
0.0067396389121,0,-0.8219326784962854
0.00557171088549,0,-0.8483417652877479
0.00327527414738,0,-0.9002685927514935
0.0146025713254,0,-0.6441367357608647
0.00677324998299,0,-0.8211726678894122
0.00614779103577,0,-0.8353154911159204
0.00339318324923,0,-0.8976024424123341
0.00518046546188,0,-0.8571885727223376
0.00826251519649,0,-0.7874975326218853
0.00534531145619,0,-0.8534610894598682
0.0086253124329599,0,-0.7792939931165902
0.00450302883366,0,-0.8725067107434846
0.00290356395958,0,-0.9086736711357961
0.0113868970894,0,-0.7168492814457985
0.00503410817288,0,-0.8604979909910158
0.0095562187458,0,-0.7582444206683009
0.00870204056003,0,-0.777559023391596
0.00825381155125,0,-0.7876943386898178
0.0029095117412,0,-0.9085391804159569
0.00395342590477,0,-0.8849342842918544
0.0056522937332,0,-0.8465196329554555
0.00386849995552,0,-0.8868546224578118
0.00868845310584,0,-0.7778662617220435
0.00471721874057,0,-0.8676634672279916
0.00439105007125,0,-0.8750387647638594
0.00288582526778,0,-0.9090747768894384
0.00245725359004,0,-0.918765602330669
0.00859269556602,0,-0.7800315228703556
0.0037610387164,0,-0.8892845266351056
0.00172762997473,0,-0.9352637879575276
0.00461884487453,0,-0.8698878885168639
0.00397453093631,0,-0.8844570591572763
0.00471634663183,0,-0.8676831872748451
0.00571491114084,0,-0.8451037335889328
0.00415610397629,0,-0.8803513453953248
0.00364539709727,0,-0.8918994048525365
0.00434188058041,0,-0.8761505810072411
0.005775086644,0,-0.8437430503537808
0.00596729941063,0,-0.8393967520197193
0.00425412899884,0,-0.8781348121250581
0.00294451818608,0,-0.9077476177339826
0.00669667883549,0,-0.8229040880060429
